 180

x		 y			 nbArc
0.000000	 0.000000		 0 
1915.577026	 -119.565002		 0 
1835.558960	 -199.695999		 0 
1995.581055	 -199.699997		 0 
2502.458008	 -119.695000		 1 
2422.436035	 -199.695999		 0 
2582.436035	 -199.695999		 0 
2722.200928	 -199.735001		 1 
2802.222900	 -279.739014		 0 
2626.262939	 -187.660004		 0 
2607.925049	 -199.733002		 0 
2712.342041	 -199.738998		 0 
2657.238037	 -115.944000		 0 
475.582214	 -199.625000		 0 
406.419891	 -159.789993		 0 
279.581909	 59.805012		 0 
303.099304	 118.230698		 0 
468.230286	 165.985306		 0 
485.600403	 162.911499		 0 
625.786499	 -156.572998		 0 
554.825684	 -199.632996		 0 
702.222107	 -199.636002		 0 
649.023682	 -111.934998		 0 
675.244812	 -61.518902		 0 
763.903992	 -40.807999		 0 
739.803894	 62.450569		 0 
651.144714	 41.739639		 0 
735.225891	 -19.816799		 0 
723.371277	 30.930510		 0 
679.800598	 20.752331		 0 
691.655273	 -29.995001		 0 
738.992981	 166.017899		 0 
764.006775	 108.943604		 0 
577.867004	 197.708603		 0 
621.073486	 198.059692		 0 
287.087189	 46.874279		 0 
454.609711	 162.046005		 1 
510.515289	 144.674805		 1 
529.520020	 183.714203		 1 
516.748718	 180.029800		 1 
710.459106	 173.776703		 1 
661.832214	 -87.338402		 1 
779.452026	 -52.176201		 1 
882.160400	 -127.366997		 1 
959.813782	 -184.205994		 1 
807.669373	 -199.645004		 1 
1007.065002	 -199.651001		 1 
858.534729	 -199.643997		 0 
2802.222900	 -339.479004		 0 
2782.062012	 -385.476990		 0 
2832.154053	 -356.838989		 0 
2802.200928	 -397.101013		 1 
2822.361084	 -362.441010		 0 
2772.270020	 -391.079010		 0 
2802.222900	 -408.442993		 0 
2568.908936	 -522.096008		 0 
2600.175049	 -489.540985		 0 
2549.177002	 -560.025024		 0 
2502.245117	 -599.447998		 0 
2669.731934	 -449.752014		 0 
2558.051025	 -543.000000		 1 
2389.761963	 -660.958984		 1 
2400.781982	 -631.395020		 0 
2414.572998	 -627.062988		 0 
2508.622070	 -800.492004		 1 
2464.751953	 -782.690002		 0 
2669.422119	 -759.806030		 0 
2704.780029	 -758.924988		 0 
2575.197021	 -783.646973		 0 
2432.377930	 -730.114990		 1 
3013.509033	 -667.054993		 1 
2947.354004	 -807.588989		 0 
2802.222900	 -729.651978		 0 
2754.333008	 -768.867004		 0 
2834.333008	 -784.916016		 0 
2802.222900	 -745.700989		 0 
2802.228027	 -649.898987		 0 
2802.228027	 -339.479004		 1 
2690.674072	 -437.752014		 1 
2735.782959	 -441.427002		 0 
2831.759033	 -519.408020		 0 
2895.788086	 -571.408997		 1 
2802.201904	 -457.329010		 1 
2580.687012	 -579.500000		 1 
2591.246094	 -606.421997		 0 
2600.525879	 -654.187988		 0 
2609.365967	 -757.844971		 1 
2594.311035	 -778.802002		 0 
2637.530029	 -745.434021		 0 
2605.543945	 -709.362976		 0 
2862.394043	 -790.541992		 0 
2834.354980	 -784.919983		 0 
2602.082031	 -665.447021		 0 
2993.854980	 -238.389008		 1 
2973.801025	 -275.841003		 0 
2902.562988	 -316.584991		 0 
2564.030029	 -552.664001		 1 
2563.295898	 -532.901978		 0 
2886.011963	 246.308197		 0 
2965.847900	 171.758804		 0 
2966.593018	 160.849792		 0 
3046.385010	 246.308197		 0 
2991.211914	 -199.386993		 0 
2993.876953	 -238.699997		 0 
2690.923096	 -21.360600		 0 
2684.387939	 -53.085098		 0 
2792.822021	 198.028793		 0 
2866.287109	 246.304306		 0 
2690.945068	 206.304306		 0 
2730.945068	 246.304306		 0 
2672.656982	 -80.244698		 0 
2782.347900	 173.772995		 1 
2610.923096	 478.282501		 1 
2690.923096	 398.282501		 0 
2583.753906	 478.280487		 0 
2690.944092	 181.711594		 1 
2770.930908	 246.304306		 1 
2690.908936	 326.308197		 0 
1895.560059	 -34.449799		 0 
1915.583008	 -54.453701		 0 
1832.220947	 -34.451698		 0 
1679.932983	 -34.449799		 1 
2818.512939	 246.306305		 1 
2996.358887	 246.304306		 1 
3256.617920	 246.308197		 1 
801.815613	 181.556793		 1 
1579.167969	 -34.448502		 1 
2462.437012	 -34.455898		 1 
2502.458984	 -74.459801		 0 
2362.708984	 -34.456600		 0 
2670.917969	 161.715500		 1 
2690.939941	 141.711594		 0 
2763.987061	 161.701706		 0 
2617.033936	 161.715302		 1 
3450.731934	 246.308197		 1 
3613.882080	 246.310196		 1 
2390.894043	 574.404175		 1 
2410.894043	 594.404175		 0 
2410.916016	 478.268005		 0 
2390.916016	 498.268005		 0 
2390.894043	 514.404175		 0 
2468.758057	 594.371216		 0 
2470.894043	 478.276306		 0 
2390.894043	 558.276306		 0 
2754.471924	 594.404175		 0 
2794.493896	 554.400330		 1 
2794.471924	 518.296692		 1 
2754.493896	 478.292786		 0 
2794.471924	 518.317871		 0 
2954.648926	 -619.231995		 1 
